worker_id,zone_risk_tier,current_month,lstm_forecast_score,aqi_7day_avg,platform_tenure_weeks,loyalty_weeks_paid,historical_disruption_rate,policy_tier,peer_claim_rate_zone,actual_premium
WK430926,5,5,1.0,135.53,126,60,0.706,Premium,0.269,437.19
WK669408,2,12,0.793,91.34,154,140,0.46,Basic,0.139,54.77
WK300386,2,7,0.766,97.78,37,24,0.526,Basic,0.102,135.59
WK448048,3,10,1.0,49.16,41,26,0.538,Standard,0.212,215.05
WK519453,2,10,0.696,90.34,76,61,0.572,Basic,0.18,100.93
WK620306,2,4,0.749,98.25,126,84,0.476,Premium,0.165,209.36
WK862400,4,7,1.0,128.94,188,142,0.602,Basic,0.286,136.68
WK962287,5,2,1.0,115.27,6,3,0.688,Standard,0.289,251.19
WK183958,3,5,1.0,89.37,24,17,0.5,Standard,0.16,218.08
WK731894,4,9,1.0,120.31,26,21,0.646,Basic,0.225,159.2
WK144412,5,10,1.0,126.28,58,36,0.729,Premium,0.333,438.88
WK929924,1,8,0.658,82.27,140,122,0.445,Basic,0.111,67.3
WK940010,3,8,1.0,92.53,79,64,0.499,Premium,0.249,361.08
WK811027,4,8,1.0,122.89,115,66,0.575,Basic,0.272,132.56
WK916332,4,8,1.0,127.9,153,97,0.589,Standard,0.251,277.99
WK133958,2,4,0.74,86.07,31,17,0.523,Basic,0.166,81.3
WK490084,3,11,1.0,107.92,155,113,0.594,Standard,0.233,134.65
WK655178,2,10,0.608,97.83,144,111,0.46,Premium,0.197,192.2
WK361736,3,8,1.0,109.81,131,95,0.54,Premium,0.171,283.22
WK505785,2,4,0.91,82.22,106,52,0.53,Standard,0.153,130.58
WK838237,5,2,1.0,75.96,163,141,0.695,Standard,0.297,220.3
WK615060,3,5,1.0,97.42,160,139,0.551,Basic,0.212,88.1
WK574001,2,10,0.735,92.06,51,22,0.518,Standard,0.122,210.25
WK949884,4,11,1.0,105.11,82,75,0.62,Basic,0.216,76.41
WK676713,4,4,1.0,99.87,43,24,0.583,Basic,0.289,148.59
WK846385,5,3,1.0,84.97,95,51,0.687,Standard,0.338,193.0
WK227257,5,2,1.0,137.44,61,49,0.703,Standard,0.348,222.65
WK618019,2,7,0.672,98.48,74,47,0.466,Standard,0.132,214.1
WK678443,4,9,1.0,73.68,93,69,0.604,Premium,0.216,345.09
WK517500,2,4,0.927,92.94,11,1,0.465,Standard,0.151,227.09
WK963333,3,6,1.0,85.95,26,21,0.544,Standard,0.201,233.27
WK773540,2,3,0.661,99.21,132,114,0.481,Standard,0.158,107.2
WK461249,1,5,0.364,68.74,184,155,0.361,Premium,0.051,141.13
WK235300,2,5,0.953,88.67,31,20,0.476,Basic,0.119,105.58
WK643269,3,2,0.982,108.42,49,24,0.551,Standard,0.223,215.29
WK843788,3,11,1.0,103.58,23,19,0.56,Premium,0.204,279.71
WK362778,4,10,1.0,116.84,16,6,0.549,Basic,0.275,151.68
WK417534,4,2,1.0,92.53,169,153,0.616,Basic,0.276,82.41
WK708851,2,6,0.951,93.0,6,4,0.574,Standard,0.137,224.18
WK690996,1,4,0.612,81.43,77,56,0.394,Basic,0.064,62.21
WK772612,2,6,0.878,79.11,136,124,0.484,Premium,0.162,290.96
WK536822,2,9,0.755,98.71,123,66,0.492,Premium,0.187,311.9
WK416768,2,3,0.626,96.33,146,72,0.512,Basic,0.156,68.24
WK176517,4,8,1.0,116.37,15,8,0.668,Standard,0.227,447.71
WK587002,1,1,0.555,86.95,78,51,0.413,Standard,0.12,80.07
WK853258,4,10,1.0,117.31,131,78,0.629,Standard,0.252,193.12
WK237118,2,4,0.649,105.06,91,50,0.554,Premium,0.124,190.6
WK589131,5,1,1.0,97.92,60,52,0.837,Standard,0.35,200.01
WK201514,2,1,0.768,78.75,180,158,0.491,Standard,0.179,116.57
WK538446,3,6,1.0,87.03,163,86,0.573,Basic,0.224,144.33
WK705748,5,5,1.0,108.42,42,27,0.813,Basic,0.283,151.3
WK639728,3,1,1.0,104.17,85,74,0.573,Standard,0.22,120.27
WK194423,4,3,1.0,123.41,99,68,0.627,Basic,0.243,100.91
WK325595,2,5,0.792,90.76,68,42,0.491,Standard,0.194,159.54
WK618934,3,10,0.932,104.74,179,167,0.57,Standard,0.2,157.78
WK108574,5,9,1.0,119.87,43,21,0.667,Standard,0.273,429.75
WK862847,2,9,0.901,91.86,186,123,0.515,Standard,0.196,181.33
WK520040,1,12,0.318,71.56,57,40,0.368,Standard,0.078,90.3
WK402620,1,8,0.69,83.08,159,105,0.422,Standard,0.093,157.94
WK393308,2,6,0.626,96.21,141,73,0.489,Basic,0.103,93.3
WK933510,4,10,1.0,128.83,87,53,0.63,Basic,0.232,112.37
WK308727,5,6,1.0,112.53,84,58,0.778,Basic,0.316,187.41
WK147504,3,7,1.0,106.29,177,160,0.596,Standard,0.229,222.22
WK644559,3,5,1.0,99.84,148,134,0.523,Standard,0.215,154.06
WK742848,4,8,1.0,103.17,84,63,0.623,Standard,0.295,296.8
WK875232,5,9,1.0,148.99,55,50,0.784,Premium,0.292,507.83
WK634473,3,6,1.0,104.74,188,169,0.562,Basic,0.161,119.64
WK117445,4,10,1.0,97.45,88,79,0.621,Premium,0.255,287.03
WK712056,4,6,1.0,115.7,180,117,0.59,Basic,0.214,114.17
WK378428,3,9,1.0,102.46,159,124,0.545,Standard,0.191,191.33
WK711868,2,6,0.716,103.39,180,168,0.552,Basic,0.111,79.4
WK813793,2,3,0.621,92.85,86,56,0.515,Basic,0.12,61.0
WK562462,2,4,0.818,92.16,43,38,0.546,Standard,0.175,147.26
WK313795,3,8,1.0,117.19,34,29,0.624,Basic,0.237,157.82
WK871581,2,9,0.824,93.95,195,112,0.528,Standard,0.156,154.63
WK688132,1,8,0.486,81.8,108,69,0.471,Standard,0.104,170.81
WK428993,1,6,0.449,67.87,161,122,0.356,Premium,0.09,178.29
WK808699,3,5,1.0,96.6,113,77,0.548,Standard,0.202,145.39
WK358494,3,12,1.0,96.07,50,38,0.563,Basic,0.181,75.01
WK412071,1,8,0.508,54.42,43,27,0.3,Basic,0.106,83.36
WK612756,2,3,0.745,71.91,184,100,0.515,Standard,0.117,105.2
WK934042,1,12,0.381,74.01,191,165,0.369,Standard,0.139,88.72
WK669576,1,11,0.425,80.05,106,72,0.452,Premium,0.147,125.88
WK943700,5,9,1.0,133.45,43,31,0.797,Premium,0.347,551.36
WK848831,3,7,0.949,107.94,102,66,0.597,Basic,0.182,130.47
WK883641,3,10,1.0,107.89,81,60,0.51,Premium,0.151,249.89
WK384303,3,1,0.912,109.29,162,146,0.607,Standard,0.171,121.68
WK745584,3,3,0.975,92.88,23,14,0.596,Basic,0.232,116.3
WK656837,3,3,1.0,106.37,166,104,0.608,Basic,0.24,92.39
WK533377,4,9,1.0,108.37,144,105,0.635,Standard,0.283,210.47
WK908206,5,10,1.0,136.03,147,101,0.67,Basic,0.259,123.14
WK598807,3,3,0.957,100.34,27,14,0.568,Premium,0.195,284.8
WK401198,5,9,1.0,102.28,33,22,0.815,Standard,0.324,414.7
WK193806,4,11,1.0,133.05,137,81,0.621,Premium,0.268,245.07
WK283568,2,8,0.602,87.41,9,3,0.526,Basic,0.117,142.73
WK138105,3,1,1.0,112.26,44,36,0.541,Basic,0.214,87.11
WK885386,2,9,0.686,101.69,6,1,0.501,Premium,0.107,371.85
WK695551,5,5,1.0,113.17,72,52,0.918,Standard,0.337,51.33
WK772464,5,3,1.0,130.86,61,52,0.832,Standard,0.315,210.39
WK240718,5,11,1.0,113.34,14,12,0.805,Premium,0.295,375.25
WK218118,1,4,0.453,64.89,124,64,0.358,Standard,0.091,86.67
WK853504,1,11,0.469,85.08,93,79,0.412,Premium,0.124,117.09
WK695361,4,7,1.0,123.95,135,99,0.658,Premium,0.297,402.26
WK640310,1,3,0.622,73.47,177,94,0.35,Basic,0.146,51.13
WK293757,4,11,1.0,120.31,11,4,0.655,Premium,0.264,332.1
WK107161,1,8,0.581,83.38,74,52,0.448,Basic,0.06,83.75
WK379963,2,1,0.788,97.06,109,67,0.492,Basic,0.16,64.07
WK477017,1,11,0.592,81.31,149,75,0.432,Basic,0.056,51.89
WK267475,5,2,1.0,81.07,25,16,0.706,Basic,0.339,123.17
WK769737,2,7,0.813,96.51,82,63,0.565,Premium,0.129,320.37
WK240057,3,11,1.0,91.04,47,41,0.612,Basic,0.202,93.67
WK735163,1,4,0.388,71.93,86,69,0.471,Premium,0.124,166.25
WK940952,1,9,0.568,81.85,162,139,0.506,Standard,0.138,124.51
WK724756,2,7,0.772,80.09,95,71,0.496,Basic,0.143,134.72
WK479358,2,9,0.736,89.49,198,154,0.481,Standard,0.117,204.14
WK674251,1,6,0.537,87.77,43,32,0.482,Basic,0.074,90.16
WK995993,4,12,1.0,99.33,30,16,0.663,Premium,0.297,336.11
WK851742,4,8,1.0,117.68,23,16,0.667,Standard,0.251,392.15
WK567122,3,6,1.0,108.66,104,77,0.503,Standard,0.154,175.97
WK578987,4,11,1.0,129.59,131,68,0.625,Premium,0.297,335.45
WK423139,5,1,1.0,89.13,154,93,0.717,Basic,0.295,108.62
WK882032,2,1,0.807,77.84,147,127,0.436,Premium,0.101,150.71
WK461264,2,11,0.938,104.43,47,22,0.511,Standard,0.146,49.69
WK172371,2,10,0.717,99.07,86,40,0.555,Basic,0.14,117.55
WK906325,4,9,1.0,126.43,75,48,0.65,Basic,0.288,130.7
WK501058,2,7,0.797,87.85,160,82,0.551,Basic,0.199,104.99
WK815894,2,1,0.756,85.8,87,55,0.545,Standard,0.188,107.6
WK663356,2,12,0.87,95.35,112,94,0.484,Basic,0.172,64.42
WK333507,3,5,0.901,104.24,55,46,0.577,Standard,0.155,174.66
WK585494,3,7,0.916,116.58,154,114,0.62,Standard,0.176,191.05
WK585494,1,1,0.482,42.7,154,114,0.318,Standard,0.062,65.96
WK359535,4,4,1.0,120.07,186,145,0.644,Basic,0.232,96.57
WK860242,3,2,1.0,104.09,116,101,0.574,Standard,0.186,133.67
WK116405,4,10,1.0,97.09,157,100,0.583,Standard,0.212,186.03
WK135207,2,3,0.89,95.25,57,42,0.478,Standard,0.19,142.0
WK146385,5,8,1.0,114.68,31,18,0.685,Standard,0.303,451.61
WK891030,5,7,1.0,111.54,198,129,0.629,Standard,0.262,310.11
WK867051,3,9,1.0,82.86,50,34,0.551,Standard,0.235,230.2
WK250219,5,2,1.0,123.39,172,105,0.621,Basic,0.304,103.3
WK163918,5,12,1.0,148.34,191,158,0.767,Basic,0.295,95.46
WK547952,5,9,1.0,142.67,192,123,0.907,Standard,0.308,297.29
WK774565,2,9,0.611,62.23,160,88,0.479,Basic,0.153,91.03
WK528090,2,12,0.772,95.64,135,83,0.452,Basic,0.189,63.63
WK664058,2,4,0.736,98.87,93,52,0.522,Premium,0.138,199.45
WK841948,3,11,1.0,113.9,104,92,0.564,Basic,0.218,70.4
WK689704,3,2,1.0,87.96,79,48,0.572,Premium,0.206,198.87
WK367382,2,1,0.656,104.56,6,1,0.527,Basic,0.103,92.19
WK988283,1,11,0.354,88.13,101,71,0.425,Standard,0.071,104.02
WK495489,4,11,1.0,132.27,182,136,0.613,Standard,0.276,146.97
WK297303,3,10,1.0,105.58,77,50,0.519,Standard,0.246,165.75
WK449138,3,7,1.0,106.77,38,23,0.627,Basic,0.205,164.11
WK877493,4,11,1.0,113.42,88,63,0.582,Basic,0.239,94.97
WK829417,2,4,0.992,94.37,74,41,0.486,Basic,0.153,86.51
WK350956,5,5,1.0,150.06,53,29,0.843,Basic,0.28,155.82
WK659572,4,3,1.0,96.57,174,144,0.613,Standard,0.268,133.02
WK621433,1,11,0.523,70.41,62,47,0.399,Basic,0.108,55.79
WK435788,5,3,1.0,93.65,49,22,0.826,Premium,0.271,482.02
WK689849,3,3,1.0,111.16,85,67,0.571,Standard,0.207,132.34
WK680189,5,5,1.0,91.62,186,175,0.725,Standard,0.335,51.05
WK305721,1,6,0.391,77.25,54,41,0.45,Standard,0.141,127.73
WK357666,2,12,0.615,94.71,191,165,0.531,Standard,0.155,100.42
WK961501,5,8,1.0,110.14,83,63,0.889,Standard,0.344,333.44
WK868367,5,3,1.0,120.31,75,64,0.706,Basic,0.325,148.7
WK612036,1,7,0.45,58.75,149,83,0.34,Standard,0.07,139.65
WK979827,1,11,0.505,63.32,173,88,0.418,Standard,0.108,80.57
WK532424,1,11,0.463,59.62,43,30,0.36,Standard,0.126,91.67
WK258366,3,3,0.98,100.34,172,108,0.545,Basic,0.235,73.91
WK747847,3,1,1.0,100.7,6,4,0.558,Basic,0.181,84.8
WK658065,2,5,0.804,97.6,38,22,0.514,Premium,0.193,47.6
WK857273,4,6,1.0,94.6,150,115,0.636,Premium,0.269,48.17
WK952657,4,5,1.0,120.19,107,67,0.655,Basic,0.228,48.55
WK200992,3,9,1.0,90.64,42,33,0.611,Standard,0.17,257.35
WK652029,1,8,0.418,83.44,171,145,0.383,Standard,0.124,131.4
WK516176,4,1,1.0,123.16,23,19,0.573,Premium,0.294,304.61
WK355021,3,9,1.0,107.89,70,41,0.578,Basic,0.211,117.45
WK999908,5,9,1.0,140.0,123,80,0.687,Standard,0.319,257.1
WK679549,3,11,1.0,107.82,106,77,0.536,Premium,0.231,272.89
WK186702,5,2,1.0,129.51,106,86,0.729,Standard,0.337,181.05
WK447362,5,1,1.0,142.94,62,40,0.752,Basic,0.321,153.35
WK144618,3,2,1.0,101.89,33,16,0.58,Basic,0.171,92.79
WK177959,4,3,1.0,100.59,45,37,0.681,Standard,0.241,230.67
WK991737,5,7,1.0,106.23,177,129,0.795,Standard,0.314,307.97
WK888795,4,5,1.0,101.66,81,39,0.601,Standard,0.276,258.78
WK352153,5,7,1.0,108.87,160,126,0.688,Premium,0.309,532.37
WK666820,1,4,0.555,80.5,175,149,0.439,Basic,0.096,55.76
WK822794,3,5,1.0,106.85,51,39,0.564,Premium,0.202,294.44
WK558320,2,7,0.888,97.23,27,18,0.485,Basic,0.116,153.6
WK906360,3,8,1.0,101.29,82,73,0.53,Basic,0.225,121.67
WK386604,1,1,0.504,84.65,4,1,0.396,Basic,0.078,51.03
WK493663,1,7,0.533,57.44,195,108,0.309,Standard,0.084,133.06
WK748665,1,12,0.341,77.58,96,61,0.395,Standard,0.077,96.75
WK186023,5,12,1.0,125.89,170,126,0.955,Standard,0.344,224.13
WK764693,5,6,1.0,121.78,12,6,0.765,Standard,0.259,427.73
WK211726,1,10,0.526,78.58,130,69,0.492,Standard,0.134,113.1
WK898329,5,7,1.0,85.51,191,115,0.782,Premium,0.268,450.59
WK551914,2,11,0.98,86.21,21,12,0.519,Standard,0.13,183.43
WK193972,1,3,0.554,91.99,149,121,0.521,Premium,0.06,153.13
WK922543,1,7,0.5,84.38,79,43,0.429,Premium,0.096,222.52
WK533911,5,3,1.0,118.66,185,110,0.822,Standard,0.327,49.58
WK686716,4,4,1.0,119.9,33,27,0.634,Standard,0.266,257.89
WK277735,4,8,1.0,117.4,113,92,0.671,Premium,0.275,372.39
WK253023,2,9,0.655,104.02,88,46,0.546,Standard,0.174,179.78
WK414313,5,12,1.0,140.94,171,92,0.792,Standard,0.297,194.62
WK358568,2,5,0.715,75.27,111,72,0.512,Basic,0.106,75.45
WK242071,5,10,1.0,148.16,143,118,0.73,Standard,0.319,224.22
WK750318,4,6,1.0,75.99,48,44,0.586,Basic,0.212,135.11
WK551533,4,9,1.0,106.59,39,23,0.58,Basic,0.291,184.28
WK829066,3,11,1.0,110.59,157,117,0.539,Premium,0.19,253.68
WK517584,3,7,1.0,103.64,183,119,0.6,Standard,0.202,214.22
WK919959,1,11,0.53,74.21,77,59,0.347,Premium,0.088,146.52
WK924040,2,5,0.706,98.63,67,56,0.483,Standard,0.129,149.2
WK309505,1,10,0.389,78.68,25,15,0.424,Basic,0.107,83.88
WK676820,5,5,1.0,109.19,100,90,0.769,Basic,0.335,116.76
WK319832,3,11,1.0,107.27,84,61,0.6,Basic,0.179,78.32
WK172518,1,11,0.421,61.27,148,84,0.429,Basic,0.073,48.73
WK417543,3,12,1.0,95.29,85,63,0.507,Standard,0.217,123.1
WK927406,1,8,0.677,73.11,22,14,0.486,Basic,0.149,104.63
WK602514,3,12,1.0,92.32,45,27,0.546,Standard,0.223,149.32
WK929130,4,9,1.0,117.08,55,40,0.623,Premium,0.258,422.18
WK360289,1,5,0.511,82.85,121,84,0.494,Standard,0.066,97.79
WK776364,1,1,0.438,30.23,46,34,0.32,Basic,0.079,52.3
WK551365,1,9,0.576,90.93,157,104,0.485,Premium,0.143,220.4
WK635482,4,9,1.0,115.56,171,159,0.62,Basic,0.296,122.31
WK510133,3,10,1.0,102.26,190,135,0.518,Premium,0.177,257.05
WK125755,5,2,1.0,134.51,195,103,0.633,Basic,0.296,115.41
WK190025,5,6,1.0,135.13,56,46,0.639,Basic,0.255,192.12
WK459731,5,11,1.0,141.43,40,18,0.77,Basic,0.274,188.02
WK465219,4,4,1.0,74.78,17,9,0.673,Standard,0.271,229.76
WK574425,3,9,0.988,106.99,198,145,0.554,Basic,0.242,97.02
WK845305,2,6,0.849,92.14,135,75,0.564,Standard,0.119,51.46
WK810032,4,11,1.0,115.99,14,8,0.619,Standard,0.24,236.92
WK678719,1,2,0.603,74.4,11,3,0.393,Premium,0.098,207.67
WK343118,2,1,0.783,86.77,140,116,0.515,Basic,0.196,54.19
WK789237,2,6,0.841,97.16,125,96,0.552,Basic,0.178,87.4
WK306909,5,12,1.0,111.12,60,42,0.816,Basic,0.272,123.01
WK838968,3,2,1.0,100.17,30,24,0.588,Basic,0.175,88.92
WK948014,4,3,1.0,131.67,90,44,0.602,Basic,0.29,105.97
WK662968,1,7,0.668,85.12,117,91,0.507,Basic,0.054,78.96
WK219490,2,1,0.854,94.64,180,165,0.46,Premium,0.103,172.01
WK770153,3,7,1.0,95.46,26,14,0.573,Basic,0.229,142.48
WK715519,3,4,1.0,107.42,115,85,0.533,Standard,0.235,129.73
WK747351,5,10,1.0,83.14,79,62,0.672,Premium,0.301,428.15
WK718836,4,9,1.0,101.63,154,127,0.67,Standard,0.215,251.67
WK350161,5,9,1.0,125.43,109,86,0.761,Standard,0.294,275.68
WK248225,5,3,1.0,142.82,135,104,0.762,Basic,0.264,99.48
WK702727,4,7,1.0,68.48,171,158,0.634,Basic,0.242,134.29
WK663483,3,10,1.0,108.38,109,74,0.575,Basic,0.17,89.38
WK247111,1,3,0.538,81.47,59,55,0.4,Basic,0.114,49.32
WK476479,1,10,0.676,89.18,78,44,0.459,Premium,0.091,235.64
WK502594,4,8,1.0,102.26,86,48,0.659,Basic,0.277,171.38
WK615611,4,4,1.0,120.76,104,92,0.658,Standard,0.254,149.71
WK186686,3,7,1.0,101.04,108,77,0.549,Standard,0.205,188.2
WK388204,5,9,1.0,97.85,119,82,0.767,Standard,0.322,285.24
WK579536,4,7,1.0,73.49,170,109,0.61,Basic,0.223,133.48
WK218710,4,4,1.0,112.78,52,41,0.624,Standard,0.266,189.17
WK963274,3,5,1.0,94.15,101,70,0.569,Premium,0.24,259.08
WK562806,2,11,0.709,96.17,161,129,0.489,Premium,0.134,184.52
WK970392,1,4,0.694,83.18,98,58,0.491,Premium,0.089,150.73
WK465509,5,1,1.0,131.29,152,106,0.72,Basic,0.325,103.73
WK348455,1,2,0.612,66.52,112,56,0.367,Standard,0.145,74.53
WK739905,4,9,1.0,102.61,45,22,0.656,Basic,0.263,160.4
WK953047,3,5,0.941,106.21,196,121,0.546,Standard,0.201,145.45
WK658136,3,9,1.0,107.02,55,38,0.542,Standard,0.168,189.27
WK838253,4,6,1.0,119.67,100,80,0.617,Standard,0.273,286.5
WK639403,2,1,0.612,93.02,119,71,0.435,Standard,0.114,114.82
WK639403,3,4,1.0,107.94,119,71,0.598,Standard,0.22,171.43
WK390794,5,7,1.0,80.5,134,87,0.712,Premium,0.298,564.84
WK845951,3,4,1.0,101.04,187,169,0.513,Premium,0.234,230.32
WK809083,2,10,0.846,83.64,194,178,0.522,Standard,0.11,131.17
WK381770,3,3,1.0,104.01,72,42,0.584,Premium,0.204,266.14
WK933197,1,5,0.587,77.84,32,19,0.447,Basic,0.068,94.31
WK486999,4,3,1.0,125.23,82,49,0.6,Basic,0.288,91.78
WK911739,5,4,1.0,76.31,112,66,0.684,Premium,0.332,375.39
WK831160,1,8,0.4,65.87,149,76,0.432,Premium,0.107,238.6
WK517035,5,3,1.0,96.82,167,115,0.739,Basic,0.266,112.13
WK438548,3,12,1.0,106.06,161,149,0.529,Premium,0.185,181.98
WK608913,5,1,1.0,96.7,151,81,0.779,Basic,0.311,99.9
WK756596,3,1,1.0,109.63,111,65,0.545,Basic,0.219,49.16
WK265657,4,2,1.0,108.72,122,86,0.596,Basic,0.298,87.72
WK548580,5,7,1.0,115.45,163,90,0.662,Basic,0.292,181.67
WK416528,3,8,1.0,106.39,123,63,0.524,Premium,0.244,406.07
WK477943,4,8,1.0,121.8,7,3,0.623,Premium,0.218,579.11
WK780432,3,5,1.0,105.64,43,35,0.566,Basic,0.169,102.23
WK861253,4,1,1.0,112.14,84,41,0.609,Standard,0.226,164.13
WK101139,3,9,1.0,88.86,186,158,0.585,Premium,0.205,324.96
WK337178,2,10,0.841,83.82,100,68,0.492,Basic,0.108,82.93
WK829386,2,11,0.772,85.07,120,93,0.524,Standard,0.146,47.96
WK542828,4,2,1.0,121.29,44,34,0.562,Basic,0.297,91.61
WK193670,1,10,0.48,83.07,48,39,0.459,Premium,0.108,168.97
WK413791,1,11,0.539,86.66,92,44,0.483,Standard,0.145,105.84
WK810029,2,10,0.845,95.45,40,24,0.496,Standard,0.194,158.62
WK272088,4,8,1.0,109.71,57,40,0.63,Standard,0.268,296.8
WK258727,1,1,0.454,65.45,48,36,0.509,Standard,0.104,93.95
WK190898,3,10,1.0,96.42,190,172,0.578,Standard,0.169,174.46
WK502686,5,6,1.0,100.2,182,125,0.79,Standard,0.293,322.24
WK359822,5,11,1.0,121.47,69,58,0.888,Basic,0.336,140.03
WK730193,1,11,0.589,76.33,87,54,0.367,Basic,0.109,59.07
WK824016,5,9,1.0,132.39,13,0,0.706,Standard,0.27,596.64
WK736408,1,5,0.651,69.35,147,109,0.391,Basic,0.051,65.67
WK157219,2,9,0.606,85.71,105,92,0.467,Premium,0.191,228.73
WK623850,4,2,1.0,110.1,194,154,0.601,Basic,0.267,98.7
WK431845,3,7,1.0,87.12,112,56,0.604,Basic,0.232,149.74
WK816116,5,8,1.0,130.06,76,68,0.756,Standard,0.324,422.65
WK907788,3,8,0.927,104.02,108,56,0.522,Basic,0.242,160.76
WK326222,4,9,1.0,114.54,73,33,0.645,Standard,0.292,51.8
WK759104,4,2,1.0,117.05,108,88,0.654,Basic,0.263,72.41
WK521818,1,12,0.633,77.4,196,177,0.447,Basic,0.104,48.22
WK424960,3,12,1.0,114.4,18,10,0.582,Standard,0.229,191.33
WK262924,3,4,1.0,107.89,181,109,0.534,Standard,0.197,137.87
WK900298,4,12,1.0,102.58,163,111,0.628,Premium,0.241,256.04
WK987586,2,1,0.97,94.13,83,71,0.475,Standard,0.152,103.64
WK555589,5,12,1.0,118.21,184,99,0.784,Standard,0.331,169.31
WK877722,1,3,0.622,63.9,69,54,0.293,Standard,0.142,87.7
WK835575,1,10,0.514,67.81,162,110,0.352,Basic,0.085,55.45
WK648410,4,9,1.0,92.23,189,114,0.623,Standard,0.281,219.66
WK233096,2,10,0.749,45.54,143,85,0.473,Standard,0.123,115.99
WK130782,5,9,1.0,92.31,174,154,0.757,Basic,0.285,156.49
WK166974,5,5,1.0,137.31,128,80,0.87,Basic,0.336,168.77
WK635593,1,9,0.305,73.65,134,101,0.366,Standard,0.096,107.14
WK274987,5,4,1.0,131.45,60,32,0.631,Standard,0.267,325.64
WK701790,1,2,0.513,80.54,129,75,0.482,Standard,0.08,74.67
WK112884,2,1,0.766,100.42,6,4,0.533,Standard,0.188,48.11
WK257375,2,12,0.833,103.72,192,150,0.486,Basic,0.121,60.18
WK848705,5,7,1.0,121.36,77,44,0.68,Standard,0.273,339.95
WK855276,4,12,1.0,118.66,58,27,0.702,Basic,0.241,114.57
WK225200,5,1,1.0,142.12,197,177,0.756,Standard,0.32,185.59
WK943409,5,2,1.0,84.96,128,93,0.696,Basic,0.308,89.08
WK587686,2,1,0.798,86.22,8,0,0.555,Standard,0.144,195.48
WK679958,4,1,1.0,110.33,100,85,0.629,Basic,0.29,77.51
WK691194,5,1,1.0,131.19,29,24,0.754,Standard,0.311,220.2
WK720432,1,11,0.49,83.17,120,73,0.47,Standard,0.113,109.34
WK673108,2,12,0.953,92.86,77,44,0.53,Basic,0.17,78.2
WK125071,5,9,1.0,129.58,54,36,0.656,Basic,0.263,168.79
WK827146,2,7,0.781,100.41,12,4,0.491,Basic,0.185,181.6
WK494552,4,3,1.0,102.26,150,140,0.628,Basic,0.265,74.49
WK349736,1,2,0.327,60.19,132,101,0.368,Standard,0.089,71.22
WK249289,2,4,0.939,98.1,102,93,0.503,Standard,0.198,136.65
WK986575,2,6,0.773,99.03,180,116,0.553,Premium,0.156,236.85
WK884229,4,3,1.0,113.24,198,165,0.673,Standard,0.261,140.96
WK768169,1,4,0.486,77.69,41,31,0.441,Premium,0.116,218.07
WK237057,1,11,0.452,76.69,134,114,0.477,Premium,0.134,112.03
WK939717,1,12,0.338,61.55,14,8,0.362,Basic,0.055,62.72
WK385166,3,9,1.0,84.49,14,3,0.616,Basic,0.225,182.68
WK907557,2,10,0.903,90.18,41,20,0.438,Standard,0.121,192.65
WK571404,4,11,1.0,110.78,150,83,0.584,Standard,0.289,161.63
WK475691,5,1,1.0,93.65,134,120,0.804,Standard,0.293,212.52
WK993892,5,10,1.0,103.15,112,102,0.77,Basic,0.266,141.87
WK418992,1,11,0.408,85.58,181,118,0.412,Standard,0.081,74.61
WK443716,1,11,0.645,75.03,27,17,0.473,Premium,0.122,174.9
WK515492,2,1,0.834,85.35,32,14,0.465,Standard,0.144,154.38
WK282313,3,1,1.0,93.89,22,12,0.564,Standard,0.176,175.19
WK676843,2,1,0.811,87.99,185,109,0.514,Standard,0.146,112.44
WK932369,4,11,1.0,107.96,192,122,0.587,Standard,0.266,140.3
WK918895,4,4,1.0,118.35,15,11,0.704,Basic,0.279,139.73
WK490321,3,4,1.0,79.97,156,127,0.545,Basic,0.153,69.7
WK178629,5,6,1.0,79.1,4,1,0.727,Premium,0.332,607.8
WK564971,2,2,0.914,102.15,34,29,0.519,Standard,0.12,130.85
WK583388,1,7,0.698,82.77,112,93,0.504,Standard,0.134,121.99
WK514186,3,6,1.0,87.03,140,130,0.595,Standard,0.233,197.86
WK281201,5,11,1.0,110.8,34,24,0.847,Premium,0.35,406.21
WK567676,2,1,0.984,95.5,110,54,0.563,Basic,0.185,66.87
WK623125,5,12,1.0,110.3,78,71,0.668,Standard,0.251,207.8
WK623125,4,2,1.0,100.37,78,71,0.574,Standard,0.213,159.45
WK393366,1,10,0.525,85.57,140,105,0.465,Premium,0.136,152.3
WK935922,2,9,0.628,92.42,24,21,0.491,Standard,0.173,205.51
WK919898,4,11,1.0,117.44,72,49,0.637,Standard,0.287,179.71
WK693128,3,2,1.0,115.35,84,59,0.593,Premium,0.171,234.28
WK127329,5,12,1.0,111.27,84,45,0.709,Standard,0.296,224.64
WK950069,4,11,1.0,73.73,30,21,0.677,Basic,0.236,51.82
WK904092,3,8,1.0,101.72,60,46,0.531,Premium,0.2,363.63
WK788772,1,9,0.559,77.25,119,72,0.381,Premium,0.066,178.94
WK330069,3,4,1.0,99.78,135,113,0.55,Basic,0.154,77.82
WK979988,5,1,1.0,95.8,10,5,0.705,Standard,0.252,240.76
WK945372,2,7,0.669,95.14,135,88,0.485,Basic,0.145,100.39
WK468765,1,6,0.514,83.18,151,98,0.429,Basic,0.09,62.14
