worker_id,zone_risk_tier,claim_frequency_30d,claim_amount_zscore,location_jump_count,gps_spoof_probability,policy_tenure_weeks,earnings_deviation,claim_timing_anomaly,peer_claim_correlation,device_change_count,login_anomaly_score,route_deviation_score,delivery_speed_anomaly,duplicate_claim_score,network_fraud_ring_score,barometric_consistency,zone_transition_anomaly,claim_photo_similarity_score,platform_switch_frequency,behavioral_baseline_deviation,label_fraud,fraud_type
WK0000166,5,1,0.051,2,0.135,143,0.308,0.19,0.293,0,0.136,0.162,0.121,0.102,0.027,0.995,0.069,0.229,0.013,0.057,0,none
WK0000167,5,1,0.947,1,0.333,26,-0.206,0.041,0.328,0,0.235,0.083,0.171,0.065,0.129,0.828,0.038,0.247,0.102,0.11,0,none
WK0000168,5,2,-0.853,1,0.15,132,-0.083,0.125,0.011,1,0.047,0.222,0.038,0.006,0.065,0.936,0.056,0.137,0.084,0.087,0,none
WK0000169,2,2,-1.912,0,0.097,138,-0.289,0.218,0.175,0,0.201,0.029,0.11,0.072,0.105,0.854,0.12,0.178,0.05,0.059,0,none
WK0000170,2,0,0.936,1,0.028,141,0.052,0.087,0.372,0,0.018,0.263,0.048,0.113,0.086,0.967,0.014,0.071,0.059,0.166,0,none
WK0000171,5,2,1.43,0,0.03,13,0.038,0.166,0.279,1,0.221,0.148,0.159,0.104,0.135,0.966,0.148,0.265,0.039,0.012,0,none
WK0000172,3,0,-0.867,2,0.694,192,-0.084,0.278,0.291,1,0.201,0.198,0.165,0.06,0.087,0.802,0.158,0.062,0.092,0.23,0,none
WK0000173,2,1,0.857,2,0.006,186,-0.065,0.046,0.957,5,0.674,0.091,0.084,0.028,0.792,0.966,0.007,0.055,0.079,0.086,1,fraud_ring
WK0000174,3,0,-0.882,0,0.079,178,0.124,0.228,0.155,1,0.144,0.01,0.053,0.028,0.057,0.861,0.076,0.14,0.138,0.011,0,none
WK0000175,5,0,-0.449,0,0.303,13,-0.157,0.171,0.121,0,0.192,0.012,0.0,0.055,0.163,0.841,0.049,0.106,0.034,0.026,0,none
WK0000176,3,2,0.633,2,0.152,9,-0.019,0.09,0.307,0,0.101,0.233,0.112,0.131,0.043,0.875,0.081,0.05,0.112,0.21,0,none
WK0000177,4,1,0.097,1,0.125,29,-0.083,0.182,0.187,0,0.024,0.113,0.116,0.036,0.071,0.922,0.044,0.139,0.155,0.024,0,none
WK0000178,4,0,0.494,2,0.039,69,0.405,0.078,0.061,0,0.147,0.012,0.088,0.104,0.137,0.838,0.102,0.252,0.085,0.036,0,none
WK0000179,1,11,1.143,1,0.047,129,0.035,0.109,0.127,1,0.206,0.235,0.003,0.772,0.074,0.885,0.178,0.944,0.05,0.175,1,duplicate_claim
WK0000180,4,1,1.059,2,0.057,179,-0.159,0.091,0.317,1,0.097,0.105,0.09,0.074,0.15,0.871,0.042,0.238,0.085,0.085,0,none
WK0000181,3,0,-1.812,2,0.055,166,-0.06,0.179,0.298,0,0.033,0.032,0.06,0.088,0.101,0.895,0.045,0.024,0.035,0.096,0,none
WK0000182,3,1,-0.126,2,0.093,59,0.278,0.155,0.021,0,0.213,0.046,0.127,0.006,0.175,0.858,0.138,0.022,0.135,0.035,0,none
WK0000183,2,0,0.03,2,0.012,162,-0.119,0.121,0.114,1,0.194,0.114,0.131,0.137,0.029,0.906,0.052,0.192,0.101,0.011,0,none
WK0000184,4,0,-0.246,1,0.226,90,0.132,0.127,0.125,0,0.003,0.146,0.176,0.116,0.096,0.937,0.177,0.047,0.113,0.096,0,none
WK0000185,5,1,-1.743,2,0.07,184,0.021,0.054,0.044,1,0.005,0.171,0.138,0.129,0.121,0.87,0.073,0.267,0.031,0.159,0,none
WK0000186,2,1,0.263,2,0.009,33,0.107,0.245,0.16,1,0.144,0.17,0.191,0.018,0.069,0.936,0.146,0.233,0.026,0.109,0,none
WK0000187,5,0,0.254,0,0.311,146,-0.127,0.17,0.129,0,0.098,0.135,0.0,0.029,0.159,0.906,0.168,0.091,0.122,0.177,0,none
WK0000188,4,1,0.327,1,0.039,52,0.411,0.158,0.2,1,0.171,0.099,0.235,0.093,0.092,0.975,0.07,0.105,0.151,0.221,0,none
WK0000189,1,1,0.471,0,0.031,145,0.032,0.256,0.362,0,0.164,0.271,0.025,0.106,0.097,0.957,0.057,0.067,0.107,0.153,0,none
WK0000190,4,1,0.988,0,0.114,28,0.04,0.209,0.269,0,0.067,0.127,0.207,0.05,0.115,0.897,0.116,0.047,0.01,0.037,0,none
WK0000191,4,0,-0.395,2,0.027,98,0.263,0.163,0.331,1,0.103,0.137,0.136,0.126,0.089,0.836,0.037,0.086,0.023,0.164,0,none
WK0000192,1,3,-0.137,0,0.068,188,-0.146,0.045,0.095,1,0.157,0.072,0.225,0.039,0.02,0.879,0.04,0.231,0.147,0.044,0,none
WK0000193,2,0,-0.71,0,0.03,8,0.24,0.202,0.314,0,0.157,0.162,0.14,0.072,0.08,0.804,0.048,0.227,0.167,0.175,0,none
WK0000194,4,0,0.277,17,0.835,185,-0.131,0.132,0.307,1,0.238,0.788,0.224,0.05,0.1,0.848,0.746,0.161,0.064,0.133,1,location_fraud
WK0000195,2,1,2.177,0,0.022,51,-0.042,0.213,0.216,0,0.191,0.055,0.046,0.03,0.143,0.979,0.018,0.124,0.011,0.017,0,none
WK0000196,3,1,1.504,1,0.068,83,-0.364,0.032,0.265,1,0.026,0.105,0.232,0.03,0.108,0.888,0.063,0.103,0.005,0.216,0,none
WK0000197,3,0,0.762,1,0.072,45,0.237,0.024,0.023,0,0.157,0.003,0.023,0.081,0.147,0.864,0.162,0.184,0.176,0.175,0,none
WK0000198,3,0,2.045,1,0.005,52,-0.31,0.223,0.028,0,0.157,0.143,0.163,0.027,0.094,0.817,0.164,0.17,0.16,0.024,0,none
WK0000199,4,0,-0.062,1,0.308,97,-0.071,0.101,0.165,1,0.12,0.276,0.145,0.033,0.173,0.945,0.103,0.247,0.173,0.186,0,none
WK0000200,2,1,-1.097,2,0.391,102,-0.134,0.184,0.837,8,0.882,0.12,0.095,0.096,0.904,0.982,0.045,0.055,0.143,0.208,1,fraud_ring
WK0000201,2,0,-0.029,0,0.122,190,-0.489,0.143,0.134,1,0.131,0.249,0.11,0.067,0.07,0.938,0.017,0.145,0.066,0.234,0,none
WK0000202,3,0,1.658,1,0.112,161,0.143,0.043,0.22,1,0.036,0.078,0.166,0.119,0.083,0.812,0.017,0.23,0.171,0.111,0,none
WK0000203,5,0,-0.88,0,0.108,154,-0.234,0.024,0.229,1,0.055,0.272,0.033,0.063,0.128,0.886,0.097,0.25,0.113,0.153,0,none
WK0000204,4,1,0.193,2,0.096,32,-0.141,0.184,0.811,5,0.728,0.266,0.143,0.136,0.953,0.865,0.027,0.26,0.063,0.004,1,fraud_ring
WK0000205,1,2,-0.459,0,0.38,18,0.122,0.235,0.211,1,0.239,0.091,0.168,0.066,0.134,0.901,0.071,0.263,0.003,0.222,0,none
WK0000206,3,0,-2.48,1,0.087,111,-0.153,0.223,0.08,0,0.058,0.185,0.213,0.039,0.148,0.897,0.161,0.051,0.133,0.105,0,none
WK0000207,4,0,0.562,0,0.468,126,-0.435,0.057,0.199,0,0.218,0.228,0.157,0.107,0.054,0.801,0.163,0.138,0.112,0.2,0,none
WK0000208,3,0,-0.445,2,0.303,63,0.022,0.204,0.136,0,0.182,0.113,0.113,0.04,0.106,0.889,0.063,0.24,0.153,0.009,0,none
WK0000209,1,1,-0.897,0,0.043,90,0.096,0.035,0.164,0,0.004,0.179,0.147,0.13,0.131,0.881,0.079,0.176,0.145,0.186,0,none
WK0000210,4,0,0.777,0,0.065,132,0.107,0.098,0.368,0,0.091,0.076,0.086,0.003,0.157,0.875,0.154,0.046,0.093,0.015,0,none
WK0000211,5,1,2.031,2,0.038,25,-0.063,0.052,0.149,1,0.092,0.172,0.152,0.087,0.156,0.945,0.048,0.063,0.102,0.111,0,none
WK0000212,1,2,1.606,0,0.026,39,-0.254,0.112,0.151,1,0.105,0.074,0.114,0.124,0.103,0.868,0.104,0.025,0.138,0.201,0,none
WK0000213,5,0,-0.455,2,0.486,140,0.245,0.148,0.348,0,0.222,0.094,0.017,0.061,0.08,0.886,0.043,0.101,0.112,0.012,0,none
WK0000214,2,0,-0.566,1,0.126,6,0.091,0.165,0.062,0,0.218,0.233,0.156,0.036,0.072,0.879,0.005,0.023,0.019,0.126,0,none
WK0000215,3,0,0.531,2,0.288,104,0.21,0.003,0.099,0,0.2,0.018,0.229,0.114,0.017,0.886,0.13,0.179,0.17,0.01,0,none
WK0000216,2,0,-1.041,1,0.146,137,0.025,0.237,0.313,0,0.08,0.21,0.13,0.023,0.059,0.882,0.075,0.154,0.057,0.205,0,none
WK0000217,2,1,-0.885,2,0.167,176,0.067,0.0,0.282,0,0.072,0.248,0.118,0.136,0.042,0.827,0.052,0.204,0.174,0.072,0,none
WK0000218,1,0,-0.704,0,0.015,80,-0.114,0.076,0.371,1,0.088,0.022,0.057,0.134,0.016,0.917,0.176,0.111,0.118,0.051,0,none
WK0000219,5,0,-0.101,1,0.39,110,-0.24,0.057,0.311,1,0.038,0.119,0.169,0.076,0.085,0.858,0.029,0.229,0.151,0.121,0,none
WK0000220,4,1,-1.651,0,0.01,168,0.376,0.257,0.237,1,0.216,0.193,0.23,0.075,0.078,0.845,0.079,0.209,0.094,0.186,0,none
WK0000221,1,0,-1.148,2,0.199,49,-0.169,0.17,0.011,0,0.044,0.138,0.025,0.065,0.017,0.924,0.107,0.072,0.011,0.112,0,none
WK0000222,3,0,1.204,1,0.051,71,0.004,0.191,0.299,1,0.11,0.078,0.037,0.023,0.043,0.844,0.042,0.034,0.06,0.136,0,none
WK0000223,3,0,-1.488,0,0.046,100,-0.375,0.163,0.06,1,0.077,0.158,0.116,0.06,0.179,0.803,0.035,0.107,0.156,0.19,0,none
WK0000224,4,1,-0.122,0,0.071,162,-0.076,0.036,0.1,1,0.168,0.043,0.198,0.019,0.047,0.849,0.165,0.219,0.062,0.178,0,none
WK0000225,3,1,-1.019,2,0.03,136,-0.123,0.04,0.095,1,0.143,0.005,0.186,0.123,0.086,0.908,0.119,0.274,0.077,0.116,0,none
WK0000226,4,2,-0.938,0,0.135,83,0.02,0.253,0.152,0,0.14,0.258,0.218,0.111,0.101,0.816,0.102,0.179,0.115,0.076,0,none
WK0000227,4,2,-2.026,0,0.09,143,1.595,0.117,0.229,0,0.066,0.165,0.758,0.055,0.063,0.912,0.139,0.123,0.034,0.692,1,earnings_manipulation
WK0000228,2,1,-1.189,0,0.077,164,-0.011,0.116,0.337,1,0.213,0.12,0.072,0.117,0.057,0.871,0.015,0.11,0.168,0.191,0,none
WK0000229,4,0,1.007,0,0.006,17,-0.08,0.08,0.133,0,0.139,0.103,0.131,0.056,0.083,0.901,0.159,0.152,0.121,0.041,0,none
WK0000230,1,0,0.095,2,0.056,122,-0.2,0.047,0.238,0,0.082,0.275,0.106,0.06,0.09,0.961,0.102,0.166,0.139,0.076,0,none
WK0000231,2,1,-1.344,10,0.952,45,0.119,0.015,0.246,0,0.037,0.625,0.1,0.072,0.091,0.827,0.684,0.013,0.139,0.22,1,location_fraud
WK0000232,5,0,-0.014,0,0.061,60,-0.084,0.054,0.11,0,0.073,0.155,0.068,0.077,0.162,0.83,0.096,0.236,0.061,0.021,0,none
WK0000233,2,1,1.037,0,0.292,14,-0.048,0.03,0.03,0,0.187,0.064,0.171,0.017,0.107,0.813,0.077,0.083,0.031,0.226,0,none
WK0000234,1,0,1.094,1,0.21,173,0.262,0.229,0.212,1,0.175,0.209,0.078,0.075,0.167,0.939,0.005,0.102,0.173,0.191,0,none
WK0000235,2,2,0.144,2,0.08,126,0.046,0.232,0.328,0,0.093,0.164,0.016,0.009,0.114,0.921,0.047,0.168,0.051,0.232,0,none
WK0000236,3,1,0.177,0,0.022,56,0.332,0.105,0.23,1,0.033,0.165,0.062,0.024,0.18,0.926,0.168,0.219,0.159,0.108,0,none
WK0000237,1,1,0.784,1,0.038,66,0.126,0.001,0.369,0,0.028,0.228,0.09,0.071,0.011,0.847,0.101,0.025,0.15,0.218,0,none
WK0000238,1,1,-0.301,2,0.045,84,0.231,0.148,0.311,1,0.009,0.126,0.009,0.006,0.084,0.891,0.037,0.253,0.082,0.038,0,none
WK0000239,1,0,1.233,2,0.075,38,0.284,0.012,0.255,0,0.124,0.044,0.012,0.106,0.082,0.903,0.146,0.207,0.015,0.09,0,none
WK0000240,1,2,1.181,0,0.004,143,-0.106,0.252,0.05,1,0.233,0.189,0.035,0.014,0.174,0.896,0.131,0.122,0.034,0.055,0,none
WK0000241,2,4,-1.664,1,0.063,190,-0.019,0.088,0.359,1,0.198,0.108,0.038,0.077,0.169,0.814,0.081,0.152,0.17,0.072,0,none
WK0000242,1,0,-0.799,13,0.619,40,0.2,0.192,0.14,0,0.107,0.786,0.162,0.131,0.07,0.84,0.868,0.182,0.002,0.171,1,location_fraud
WK0000243,3,1,-1.025,2,0.061,150,0.29,0.04,0.012,0,0.016,0.24,0.068,0.007,0.11,0.875,0.119,0.062,0.175,0.115,0,none
WK0000244,1,1,-0.813,1,0.021,65,0.395,0.178,0.001,0,0.215,0.063,0.229,0.019,0.117,0.902,0.118,0.25,0.09,0.032,0,none
WK0000245,5,1,0.388,1,0.037,103,0.014,0.093,0.916,8,0.96,0.23,0.172,0.013,0.948,0.99,0.099,0.171,0.112,0.086,1,fraud_ring
WK0000246,1,0,0.325,2,0.001,55,0.217,0.077,0.094,1,0.212,0.096,0.146,0.003,0.023,0.82,0.135,0.145,0.087,0.106,0,none
WK0000247,3,1,-1.34,2,0.037,121,0.002,0.147,0.35,1,0.034,0.243,0.236,0.012,0.078,0.806,0.01,0.242,0.101,0.047,0,none
WK0000248,4,0,-1.606,1,0.004,112,0.367,0.267,0.153,1,0.068,0.115,0.185,0.121,0.087,0.825,0.053,0.218,0.128,0.058,0,none
WK0000249,5,2,0.541,1,0.148,114,-0.362,0.007,0.018,0,0.16,0.096,0.187,0.069,0.148,0.854,0.116,0.272,0.074,0.17,0,none
WK0000250,1,2,-0.313,2,0.04,26,0.373,0.1,0.041,0,0.049,0.154,0.131,0.094,0.046,0.829,0.051,0.11,0.023,0.091,0,none
WK0000251,5,2,-0.79,0,0.139,172,-0.15,0.124,0.066,1,0.016,0.081,0.228,0.134,0.003,0.899,0.006,0.218,0.166,0.016,0,none
WK0000252,4,0,-1.886,1,0.072,85,0.057,0.167,0.066,1,0.062,0.218,0.236,0.064,0.115,0.843,0.138,0.013,0.062,0.179,0,none
WK0000253,2,1,0.679,0,0.139,86,-0.141,0.226,0.318,1,0.087,0.054,0.03,0.135,0.064,0.998,0.074,0.07,0.091,0.14,0,none
WK0000254,5,3,-0.068,2,0.186,158,-0.081,0.163,0.068,0,0.107,0.21,0.059,0.019,0.034,0.946,0.056,0.086,0.1,0.001,0,none
WK0000255,4,1,0.078,1,0.052,75,0.293,0.174,0.199,0,0.084,0.123,0.002,0.12,0.103,0.908,0.109,0.257,0.041,0.217,0,none
WK0000256,5,19,-0.266,2,0.059,135,-0.191,0.028,0.052,0,0.057,0.162,0.071,0.955,0.149,0.895,0.011,0.939,0.144,0.118,1,duplicate_claim
WK0000257,4,0,-1.111,2,0.239,175,0.36,0.144,0.042,1,0.105,0.005,0.082,0.054,0.168,0.833,0.171,0.156,0.068,0.109,0,none
WK0000258,1,0,-0.142,1,0.092,174,-0.35,0.07,0.368,1,0.233,0.003,0.041,0.026,0.005,0.99,0.012,0.042,0.113,0.228,0,none
WK0000259,2,0,0.91,1,0.188,189,0.399,0.188,0.069,0,0.05,0.024,0.046,0.07,0.066,0.831,0.006,0.05,0.143,0.082,0,none
WK0000260,4,1,0.513,2,0.052,56,-0.11,0.191,0.161,1,0.165,0.125,0.162,0.034,0.04,0.915,0.013,0.068,0.126,0.037,0,none
WK0000261,2,0,0.694,2,0.109,6,-0.03,0.112,0.322,1,0.196,0.177,0.199,0.119,0.011,0.927,0.001,0.098,0.123,0.191,0,none
WK0000262,4,1,0.142,1,0.003,169,-0.258,0.218,0.034,0,0.15,0.102,0.14,0.027,0.094,0.996,0.027,0.05,0.006,0.153,0,none
WK0000263,1,0,-0.752,2,0.223,152,0.215,0.035,0.322,0,0.154,0.087,0.064,0.083,0.137,0.985,0.056,0.178,0.09,0.027,0,none
WK0000264,3,2,0.16,2,0.197,53,0.471,0.138,0.029,0,0.229,0.105,0.031,0.036,0.125,0.828,0.149,0.024,0.098,0.212,0,none
WK0000265,1,1,0.052,2,0.005,27,0.227,0.209,0.132,0,0.167,0.17,0.028,0.047,0.093,0.806,0.084,0.197,0.167,0.055,0,none
WK0000266,5,1,0.474,2,0.158,143,-0.036,0.241,0.072,0,0.108,0.135,0.086,0.049,0.156,0.878,0.051,0.16,0.126,0.119,0,none
WK0000267,4,0,0.86,2,0.548,185,-0.2,0.013,0.266,0,0.142,0.039,0.084,0.022,0.107,0.82,0.168,0.031,0.111,0.085,0,none
WK0000268,1,2,-0.558,0,0.137,112,0.008,0.211,0.343,1,0.109,0.235,0.095,0.137,0.137,0.877,0.037,0.098,0.044,0.212,0,none
WK0000269,2,1,1.159,2,0.063,171,0.179,0.015,0.055,1,0.053,0.268,0.235,0.098,0.11,0.8,0.096,0.002,0.141,0.082,0,none
WK0000270,5,0,0.359,0,0.031,52,-0.469,0.118,0.215,0,0.073,0.155,0.141,0.068,0.09,0.945,0.179,0.098,0.1,0.159,0,none
WK0000271,2,1,0.366,1,0.175,33,0.093,0.182,0.339,0,0.041,0.196,0.187,0.128,0.057,0.834,0.053,0.232,0.144,0.19,0,none
WK0000272,3,0,0.222,0,0.143,160,0.057,0.017,0.135,0,0.087,0.066,0.097,0.084,0.159,0.969,0.085,0.006,0.091,0.218,0,none
WK0000273,3,0,0.758,2,0.085,130,0.01,0.103,0.211,1,0.096,0.049,0.009,0.023,0.064,0.994,0.017,0.029,0.063,0.004,0,none
WK0000274,4,0,0.419,1,0.144,4,0.373,0.049,0.107,0,0.224,0.24,0.149,0.127,0.142,0.842,0.1,0.257,0.065,0.093,0,none
WK0000275,4,1,1.503,2,0.117,38,0.086,0.192,0.34,1,0.115,0.015,0.091,0.088,0.177,0.838,0.024,0.032,0.051,0.185,0,none
WK0000276,5,0,-0.552,0,0.047,78,0.195,0.276,0.286,0,0.134,0.016,0.172,0.049,0.15,0.842,0.127,0.17,0.161,0.062,0,none
WK0000277,3,1,0.762,2,0.055,80,-0.012,0.249,0.909,8,0.857,0.244,0.151,0.018,0.934,0.825,0.101,0.277,0.062,0.14,1,fraud_ring
WK0000278,5,0,0.424,0,0.175,120,0.112,0.153,0.025,0,0.092,0.224,0.072,0.083,0.015,0.978,0.168,0.245,0.076,0.234,0,none
WK0000279,4,1,-0.245,19,0.922,163,-0.12,0.26,0.198,1,0.17,0.746,0.004,0.102,0.119,0.89,0.954,0.009,0.001,0.239,1,location_fraud
WK0000280,4,0,0.541,1,0.005,54,-0.118,0.134,0.165,1,0.03,0.019,0.133,0.039,0.128,0.873,0.102,0.272,0.041,0.163,0,none
WK0000281,5,2,-1.912,0,0.071,154,0.283,0.192,0.191,0,0.027,0.255,0.13,0.115,0.02,0.873,0.077,0.259,0.112,0.201,0,none
WK0000282,4,1,-0.379,0,0.222,42,-0.07,0.142,0.321,1,0.138,0.001,0.073,0.083,0.099,0.826,0.136,0.142,0.068,0.114,0,none
WK0000283,1,0,0.625,1,0.128,195,0.107,0.118,0.096,1,0.045,0.133,0.08,0.129,0.14,0.936,0.076,0.013,0.045,0.132,0,none
WK0000284,1,0,-1.158,2,0.054,107,0.35,0.17,0.155,0,0.019,0.047,0.084,0.123,0.008,0.884,0.019,0.041,0.093,0.085,0,none
WK0000285,4,3,0.148,2,0.126,61,-0.417,0.146,0.184,0,0.232,0.169,0.213,0.087,0.022,0.862,0.066,0.174,0.106,0.236,0,none
WK0000286,1,0,0.264,0,0.034,160,-0.035,0.127,0.217,0,0.091,0.252,0.185,0.13,0.079,0.889,0.069,0.201,0.102,0.065,0,none
WK0000287,4,0,-0.159,1,0.293,82,-0.069,0.216,0.774,5,0.771,0.065,0.004,0.126,0.949,0.958,0.116,0.199,0.048,0.156,1,fraud_ring
WK0000288,5,1,1.342,1,0.494,102,0.13,0.048,0.198,1,0.148,0.022,0.172,0.056,0.029,0.825,0.067,0.253,0.03,0.187,0,none
WK0000289,5,0,-0.978,1,0.066,184,-0.202,0.169,0.274,0,0.055,0.081,0.192,0.031,0.002,0.983,0.131,0.089,0.164,0.118,0,none
WK0000290,2,1,-0.363,12,0.911,123,-0.027,0.008,0.31,0,0.185,0.659,0.052,0.018,0.067,0.935,0.817,0.124,0.084,0.147,1,location_fraud
WK0000291,1,1,-1.395,0,0.006,121,-0.191,0.057,0.313,1,0.107,0.189,0.224,0.105,0.142,0.879,0.004,0.235,0.068,0.11,0,none
WK0000292,1,2,0.473,0,0.129,43,-0.115,0.111,0.088,1,0.235,0.006,0.034,0.053,0.12,0.962,0.077,0.02,0.053,0.128,0,none
WK0000293,3,8,-0.574,1,0.345,95,0.137,0.201,0.205,1,0.239,0.058,0.027,0.898,0.088,0.993,0.133,0.886,0.058,0.23,1,duplicate_claim
WK0000294,4,0,-0.713,2,0.319,86,0.041,0.03,0.034,1,0.053,0.225,0.014,0.071,0.066,0.828,0.036,0.208,0.138,0.127,0,none
WK0000295,5,2,-0.914,2,0.005,133,-0.513,0.175,0.253,0,0.236,0.1,0.026,0.029,0.109,0.83,0.09,0.019,0.15,0.186,0,none
WK0000296,3,0,-2.813,2,0.215,99,0.394,0.235,0.361,0,0.236,0.06,0.165,0.05,0.048,0.819,0.027,0.112,0.032,0.2,0,none
WK0000297,1,0,0.532,0,0.316,61,-0.071,0.109,0.071,1,0.134,0.156,0.032,0.038,0.157,0.855,0.079,0.215,0.043,0.178,0,none
WK0000298,2,1,-0.093,1,0.139,140,0.022,0.144,0.293,1,0.019,0.067,0.084,0.129,0.012,0.843,0.058,0.229,0.041,0.2,0,none
WK0000299,5,2,1.804,2,0.022,34,-0.343,0.255,0.069,1,0.071,0.076,0.154,0.04,0.015,0.987,0.105,0.202,0.096,0.022,0,none
WK0000300,3,0,-0.696,2,0.024,32,0.101,0.186,0.983,7,0.964,0.258,0.235,0.0,0.729,0.991,0.148,0.203,0.086,0.047,1,fraud_ring
WK0000301,3,0,-1.39,1,0.082,52,0.076,0.27,0.278,1,0.042,0.029,0.207,0.056,0.058,0.911,0.11,0.241,0.174,0.229,0,none
WK0000302,2,1,-0.954,1,0.155,128,0.047,0.221,0.231,0,0.009,0.233,0.175,0.124,0.011,0.921,0.052,0.124,0.144,0.057,0,none
WK0000303,1,2,0.099,0,0.201,125,-0.082,0.021,0.362,1,0.059,0.03,0.131,0.019,0.044,0.904,0.065,0.039,0.134,0.092,0,none
WK0000304,4,14,4.817,0,0.584,112,0.015,0.84,0.315,0,0.137,0.215,0.227,0.072,0.092,0.028,0.175,0.106,0.096,0.203,1,fake_rain_claim
WK0000305,1,0,-0.717,18,0.839,48,-0.125,0.168,0.071,0,0.101,0.734,0.153,0.06,0.029,0.93,0.974,0.034,0.171,0.088,1,location_fraud
WK0000306,1,1,0.169,2,0.259,103,-0.234,0.163,0.245,0,0.049,0.077,0.177,0.017,0.041,0.933,0.124,0.227,0.014,0.153,0,none
WK0000307,4,4,-1.727,0,0.075,188,0.195,0.133,0.055,1,0.215,0.113,0.174,0.103,0.156,0.924,0.066,0.257,0.146,0.028,0,none
WK0000308,5,0,-1.124,2,0.118,139,0.158,0.058,0.048,1,0.061,0.171,0.111,0.05,0.127,0.824,0.129,0.167,0.167,0.145,0,none
WK0000309,5,2,-0.445,0,0.094,168,1.653,0.227,0.198,0,0.229,0.242,0.663,0.099,0.048,0.923,0.003,0.265,0.134,0.86,1,earnings_manipulation
WK0000310,2,1,-0.224,1,0.098,177,0.133,0.208,0.375,1,0.019,0.035,0.072,0.016,0.124,0.984,0.018,0.036,0.119,0.166,0,none
WK0000311,3,2,-0.258,2,0.061,83,0.158,0.127,0.145,1,0.04,0.042,0.141,0.114,0.084,0.967,0.158,0.166,0.002,0.2,0,none
WK0000312,4,2,1.548,1,0.233,27,-0.188,0.194,0.024,0,0.187,0.226,0.026,0.129,0.112,0.927,0.06,0.221,0.028,0.214,0,none
WK0000313,1,1,0.69,2,0.179,14,0.104,0.169,0.258,1,0.203,0.213,0.136,0.047,0.16,0.884,0.062,0.214,0.028,0.154,0,none
WK0000314,4,1,0.348,0,0.033,105,0.129,0.069,0.257,0,0.052,0.05,0.016,0.007,0.157,0.865,0.026,0.072,0.165,0.092,0,none
WK0000315,3,0,-0.261,2,0.022,36,-0.22,0.279,0.045,0,0.063,0.092,0.022,0.043,0.101,0.918,0.025,0.156,0.13,0.216,0,none
WK0000316,1,0,-1.331,1,0.119,59,0.204,0.115,0.225,1,0.02,0.013,0.006,0.103,0.049,0.919,0.168,0.025,0.103,0.083,0,none
WK0000317,2,2,-0.715,0,0.001,113,0.093,0.038,0.347,1,0.021,0.039,0.211,0.012,0.003,0.906,0.058,0.211,0.021,0.157,0,none
WK0000318,3,2,-1.6,0,0.084,73,-0.029,0.149,0.03,1,0.206,0.125,0.112,0.139,0.087,0.829,0.178,0.177,0.103,0.238,0,none
WK0000319,3,1,-2.107,0,0.004,139,-0.101,0.053,0.282,1,0.228,0.168,0.01,0.074,0.119,0.886,0.133,0.058,0.144,0.105,0,none
WK0000320,1,2,-2.145,0,0.128,161,0.02,0.051,0.301,1,0.154,0.138,0.208,0.037,0.16,0.806,0.087,0.2,0.125,0.055,0,none
WK0000321,4,0,-0.274,2,0.201,111,0.058,0.271,0.347,0,0.123,0.008,0.235,0.121,0.018,0.847,0.072,0.263,0.107,0.068,0,none
WK0000322,4,1,-0.362,2,0.071,7,-0.485,0.224,0.354,1,0.161,0.207,0.071,0.124,0.176,0.959,0.054,0.164,0.04,0.148,0,none
WK0000323,3,0,-0.511,1,0.09,173,-0.33,0.25,0.338,1,0.216,0.156,0.13,0.071,0.11,0.996,0.101,0.188,0.168,0.028,0,none
WK0000324,1,2,-0.423,1,0.17,129,-0.029,0.275,0.373,0,0.195,0.061,0.202,0.122,0.037,0.835,0.116,0.275,0.172,0.185,0,none
WK0000325,3,2,0.04,0,0.106,163,-0.186,0.081,0.325,0,0.204,0.277,0.185,0.077,0.054,0.914,0.114,0.235,0.049,0.125,0,none
WK0000326,3,0,1.23,1,0.023,9,0.071,0.056,0.005,1,0.213,0.069,0.001,0.02,0.118,0.971,0.011,0.196,0.112,0.155,0,none
WK0000327,4,0,0.619,0,0.39,192,-0.122,0.257,0.146,0,0.07,0.233,0.126,0.049,0.14,0.906,0.07,0.217,0.132,0.184,0,none
WK0000328,1,0,-1.038,2,0.084,119,-0.004,0.224,0.333,0,0.106,0.076,0.093,0.076,0.033,0.931,0.138,0.209,0.127,0.109,0,none
WK0000329,5,1,1.861,2,0.15,44,-0.082,0.204,0.274,1,0.193,0.171,0.12,0.08,0.157,0.963,0.07,0.279,0.151,0.107,0,none
WK0000330,2,2,-0.007,0,0.259,126,0.097,0.265,0.268,1,0.155,0.07,0.107,0.002,0.009,0.903,0.124,0.193,0.097,0.102,0,none
WK0000331,1,9,5.224,1,0.65,39,0.187,0.739,0.077,1,0.203,0.127,0.056,0.13,0.038,0.246,0.046,0.125,0.037,0.209,1,fake_rain_claim
WK0000332,3,0,0.426,0,0.271,32,-0.272,0.223,0.07,1,0.121,0.051,0.232,0.132,0.022,0.97,0.073,0.063,0.088,0.06,0,none
WK0000333,3,1,0.091,1,0.196,39,-0.008,0.235,0.321,0,0.207,0.22,0.034,0.004,0.105,0.99,0.152,0.242,0.041,0.072,0,none
